SMILES,CASRN,RECORDID,MOLECULEID,NAME,ARTICLEID,PAGE,TABLE,AMES,Dataset,Cell strain,S9 metabolic bioactivation,COMMENTS,INCHI_KEY
CC(C)=C\C(C)=N\NC1=NN=CC2=C1C=CC=C2,-,R280812,M132183,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DQGFCLJXYFXXIJ-LFIBNONCSA
CC(=O)NC(CSCCCl)C(O)=O,-,R280813,M14884,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PUOICJBSGWOTFX-UHFFFAOYSA
O=N(=O)C1=CC=C2C3=CC=CC4=C(C=CC(C2=C1)=C34)N(=O)=O,-,R280814,M120346,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,FGDKXSJXYFAHHH-UHFFFAOYSA
CCCCCCCCCCCCCCCCCC(O)=O,-,R280815,M9168,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QIQXTHQIDYTFRH-UHFFFAOYSA
O=N(=O)C1=CC=C(SSC2=CC=C(C=C2)N(=O)=O)C=C1,-,R280816,M5927,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KWGZRLZJBLEVFZ-UHFFFAOYSA
CCC1=CC=CO1,-,R280817,M27965,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,HLPIHRDZBHXTFJ-UHFFFAOYSA
ClC(Cl)=C(Cl)C(\Cl)=C(/Cl)SCC1=CC=CC=C1,-,R280818,M132184,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OCXCOAHYQNOLST-LUAWRHEFSA
CC(C)C(O)(C(C)O)C(=O)OCC1=CCN2CCC(O)C12,-,R280819,M132185,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SFVVQRJOGUKCEG-UHFFFAOYSA
N(C1=CC=C(NC2=CC=C3C=CC=CC3=C2)C=C1)C1=CC=C2C=CC=CC2=C1,-,R280820,M18068,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VETPHHXZEJAYOB-UHFFFAOYSA
ClC1=CC=CC=C1C=C(C#N)C#N,-,R280821,M27285,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JJNZXLAFIPKXIG-UHFFFAOYSA
BrC1=CC=C(C=C1)C1OC1C(=O)C1=CC=CC=C1,-,R280822,M132186,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,UBCKDZOHNXGSOZ-UHFFFAOYSA
ClCCN(CCCl)P1(=O)NC(=O)CCO1,-,R280823,M132187,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VBMZHOCORXMDJU-UHFFFAOYSA
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,-,R280724,M150,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,AHJKRLASYNVKDZ-UHFFFAOYSA
C(C(C1CCCCC1)C1CCCCC1)[C@H]1CCCCN1,-,R280725,M121229,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CYXKNKQEMFBLER-GOSISDBHSA
ClC1=C(Cl)C(=O)C(Cl)(Cl)C1=O,-,R280726,M120245,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QXHDKANPDPYPIC-UHFFFAOYSA
CCOC(=O)C(=NNC1=CC=C(C=C1Cl)C1=CC=C(NN=C(C(=O)OCC)C(=O)OCC)C(Cl)=C1)C(=O)OCC,-,R280727,M132160,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,IAENMCZHYXTLTE-UHFFFAOYSA
CN(C)C1=CC=C(\C=C\C2=CC=CC=C2)C=C1,-,R280728,M51547,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XGHHHPDRXLIMPM-CMDGGOBGSA
CN1N=C(C=C1N)C1CC1,-,R280729,M119947,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YWHWPIRLFHZSFS-UHFFFAOYSA
C[C@@H](OC1=CC=C(Cl)C=C1C)C(O)=O,-,R280730,M12455,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WNTGYJSOUMFZEP-SSDOTTSWSA
CCN(CCCCO)N=O,-,R280731,M14980,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SAWPRHGGVOPPSR-UHFFFAOYSA
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,-,R280732,M11669,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VGZSUPCWNCWDAN-UHFFFAOYSA
O=N(=O)C1=CC=C2C3OC3C3=CC=CC4=C5C=CC=CC5=C1C2=C34,-,R280733,M132161,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YXCUTAHELJGPFG-UHFFFAOYSA
CCOC(=O)C(=C)C#N,-,R280734,M31660,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FGBJXOREULPLGL-UHFFFAOYSA
OCCNC1=NC(=NC2=C1C=CC=C2)C1=CC=C(S1)N(=O)=O,-,R280735,M14932,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QPLQHOGBXHYUEB-UHFFFAOYSA
CC1=CC=C(NN=NCC2=CC=C(C=C2)N(=O)=O)C=C1,-,R280736,M132162,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZATZIBWEALYTHN-UHFFFAOYSA
CC(C)N=C=NC(C)C,-,R280737,M23310,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,BDNKZNFMNDZQMI-UHFFFAOYSA
NC1=CC=C(\C=C\C2=CC=C(Cl)C=C2)C=C1,-,R280738,M120745,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XPIHDAPOGFAZLY-OWOJBTEDSA
N(C1=CC=CC=C1)C1=CC=CC2=C1C=CC=C2,-,R280739,M17944,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XQVWYOYUZDUNRW-UHFFFAOYSA
NC(=O)C1=C(N=CN1)[N+]#N,-,R280740,M58763,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NPULRJKDSGAKML-UHFFFAOYSA
C(OC1=CC=CC2=C1C=CC=C2)C1CO1,-,R280741,M71333,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QYYCPWLLBSSFBW-UHFFFAOYSA
CC1=CC=C(C=C1S(O)(=O)=O)N=NC1=C(O)C=CC2=C1C=CC=C2,-,R280742,M132163,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZWPMSTPDPLMZPM-UHFFFAOYSA
O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,-,R280743,M120019,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YXDMBBDFYLRLKK-UHFFFAOYSA
OC1C2OC2C2=C(C=CC3=C2C=CC=N3)C1O,-,R280744,M14922,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,HYOVVAPZJIOXEQ-UHFFFAOYSA
OC[C@H](O)CCl,-,R280745,M111195,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SSZWWUDQMAHNAQ-GSVOUGTGSA
CC(C)CC(=O)O[C@H]1C=C2[C@H]([C@H](OC(=O)CC(C)C)OC=C2COC(C)=O)[C@@]11CO1,-,R280746,M120298,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BDIAUFOIMFAIPU-KVJIRVJXSA
CC(=O)C1=CC=C(Cl)C(Cl)=C1Cl,-,R280747,M1119,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BXJZZJYNVIDEKG-UHFFFAOYSA
CN1C(N)=NC2=C1C=CC=C2,-,R280748,M25491,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XDFZKQJLNGNJAN-UHFFFAOYSA
OC1COC2(O)C1OC(=O)C2(O)CC1=CNC2=C1C=CC=C2,-,R280749,M132164,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,OMSJCIOTCFHSIT-UHFFFAOYSA
C1=CC2=CC3=C(C=CC=C3)C3=C2C1=CC=C3,-,R280750,M120313,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SQFPKRNUGBRTAR-UHFFFAOYSA
O=CC1=CC=C2OCOC2=C1,-,R280751,M10217,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SATCULPHIDQDRE-UHFFFAOYSA
COC1=CC=C2C(=C1)C(=O)C1=NC=CC3=C1C2=C1OCOC1=C3,-,R280752,M120358,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WLXLLQQGGGHOMA-UHFFFAOYSA
CN(C)C1=CC=C(N=NC2=CC=CN=C2)C(NC(C)=O)=C1,-,R280753,M132165,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SSTXRXBEFLNCQG-UHFFFAOYSA
CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1F,-,R280754,M10199,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SAADBVWGJQAEFS-UHFFFAOYSA
OC(=O)CCCCCCCBr,-,R280755,M829,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BKJFDZSBZWHRNH-UHFFFAOYSA
NC1=CC=C(C=C1F)C1=CC=C(N)C(F)=C1,-,R280756,M120528,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LVNPGQZSPDFZNC-UHFFFAOYSA
NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,-,R280757,M65689,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,PXWNBAGCFUDYBE-UHFFFAOYSA
NC1=C(OC2=CC=CC=C2)C=C(O)C2=C1C(=O)C1=CC=CC=C1C2=O,-,R280758,M34185,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,MHXFWEJMQVIWDH-UHFFFAOYSA
CC1=CC=C(N=NC2=C(O)C=CC3=C2C=CC=C3)C(C)=C1,-,R280759,M27853,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JBTHDAVBDKKSRW-UHFFFAOYSA
OCC1=C2C=CC3=CC=CC4=C3C2=C(C=C4)C2=C1C=CC=C2,-,R280760,M120328,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,FJQLVOHCPDYIFE-UHFFFAOYSA
CC1=CC2=C(C=CC=C2)C2=C1C=C1C(O)C(O)C=CC1=C2,-,R280761,M132166,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LEBUMELHEOWISN-UHFFFAOYSA
NC1=CC2=NC3=C(C=C(Cl)C=C3)N=C2C=C1N,-,R280762,M120533,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SAKWMMOWGNCYFV-UHFFFAOYSA
ClC1=CC=C(C=C1Cl)N=NC1=CC=C(Cl)C(Cl)=C1,-,R280763,M33175,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SOBGIMQKWDUEPY-UHFFFAOYSA
NC1=CC=CC2=C1SN=C2Cl,-,R280764,M120222,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QEMAADKFXFAFPL-UHFFFAOYSA
C(OC1=CC=C2C=CC=CC2=C1)C1CO1,-,R280765,M123396,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BKYSFVJCBRHGMA-UHFFFAOYSA
CN(C)CCN(C)N=O,-,R280766,M132167,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WDAHFRFQQRIZTK-UHFFFAOYSA
CC1=CC=C2C(CC3=CC(C)=CC=C23)=C1,-,R280767,M120411,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KRPHZIRPXLJJIZ-UHFFFAOYSA
COC(=O)C1=CC=CC=C1,-,R280768,M9330,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QPJVMBTYPHYUOC-UHFFFAOYSA
CN(CC1=CC=CC(=C1)C(F)(F)F)N=O,-,R280769,M46676,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WPZHPVZYKDCUQT-UHFFFAOYSA
ClC1=CC=CC(C=O)=C1Cl,-,R280770,M77027,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,LLMLNAVBOAMOEE-UHFFFAOYSA
CCOC1=CC=C(NC(N)=O)C=C1,-,R280771,M3185,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,GGLIEWRLXDLBBF-UHFFFAOYSA
NC1=CC=C(CO)C(=C1)N(=O)=O,-,R280772,M132168,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LYFKDORDJDVFOZ-UHFFFAOYSA
ON(C=O)C1=CC=C(Cl)C(Cl)=C1,-,R280773,M132169,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QTFADPVPWXHNCA-UHFFFAOYSA
C1=CC2=C3C(C=CC4=C3C=CC=C4)=CC3=C2C1=CC=C3,-,R280674,M120326,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ICRHCNSZHYPRNZ-UHFFFAOYSA
CC(=O)NC1=CC=CC2=C1C1=CC=CC=C1C2,-,R280675,M60441,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PHPWISAFHNEMSR-UHFFFAOYSA
CC1=C(C)C(Br)=C(Br)C(Br)=C1Br,-,R280676,M27427,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WVJRAJZMOVQFEC-UHFFFAOYSA
NCC(=O)CCC(O)=O,-,R280677,M18575,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZGXJTSGNIOSYLO-UHFFFAOYSA
COC1=CC=C(N(CCCl)CCCl)C2=C1C=C(O2)N(=O)=O,-,R280678,M132147,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VJRUOWDUVMMWOO-UHFFFAOYSA
CC(=O)NC1=CC=C(OC2=CC=C(NO)C=C2)C=C1,-,R280679,M132148,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,HDOYZSLMLJKAPW-UHFFFAOYSA
CCN(CC)C(=S)SC1OC(CO)C(O)C(O)C1O,-,R280680,M132149,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,NZZCKKHDYOKHCF-UHFFFAOYSA
ON(C=O)C1=CC=CC=C1,-,R280681,M120431,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FWUDLKMCWUETIP-UHFFFAOYSA
CCOC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,-,R280682,M132150,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JYYFMIOPGOFNPK-AGRJPVHOSA
CN1C2=CC=C(Cl)C=C2N(C2=CC=CC=C2)C(=O)CC1=O,-,R280683,M1733,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CXOXHMZGEKVPMT-UHFFFAOYSA
CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O,-,R280684,M61910,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YCISZOVUHXIOFY-HKXOFBAYSA
CC(=C)C(=O)OCCO,-,R280685,M12464,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WOBHKFSMXKNTIM-UHFFFAOYSA
CC(C)NCC(O)COC1=CC=CC2=C1OCC(O)C2,-,R280686,M132151,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,GEKRLAMHPJMGFS-UHFFFAOYSA
NC1=NC(=O)N(C=C1)[C@@H]1CC[C@H](CO)O1,-,R280687,M119729,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WREGKURFCTUGRC-SVRRBLITSA
ClC1=CC=CC(=C1)C1=NC2=C(O1)C=CC=C2,-,R280688,M132152,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YWFLVBNFDFMBIH-UHFFFAOYSA
NC1=CC=CC(O)=C1,-,R280689,M1697,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CWLKGDAVCFYWJK-UHFFFAOYSA
CCOS(=O)(=O)C1=CC=CC=C1,-,R280690,M21137,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XDRMBCMMABGNMM-UHFFFAOYSA
COC1=CC=C(C=C1N=NC1=C(O)C(=CC2=C1C=CC=C2)C(=O)NC1=CC=CC(=C1)N(=O)=O)N(=O)=O,-,R280691,M119928,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SOFRHZUTPGJWAM-UHFFFAOYSA
FC1=CC2=C(N=CC=C2)C2=C1C=CC=C2,-,R280692,M132153,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CPMBCCFTJUTMRD-UHFFFAOYSA
N\N=C1/N=NC=C2C=CC=C[C@H]12,-,R280693,M121295,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WPBPIIQLGGMJCS-RPORLEBXSA
ClC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,-,R280694,M17895,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,HJRJRUMKQCMYDL-UHFFFAOYSA
CCC(C)C,-,R280695,M9494,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QWTDNUCVQCZILF-UHFFFAOYSA
NC(CCN=[N+]=N)C(O)=O,-,R280696,M132154,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZYCQYIKWMNNPJE-UHFFFAOYSA
CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)C(O)=O)C(O)=O,-,R280697,M25097,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,LPLVUJXQOOQHMX-UHFFFAOYSA
NNC1=NN=CC2=C1C=CN=C2,-,R280698,M14947,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,HLJOHDWUPCYMIB-UHFFFAOYSA
O=N(=O)C1=CC(=CC=C1)N(=O)=O,-,R280699,M12162,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WDCYWAQPCXBPJA-UHFFFAOYSA
NC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,-,R280700,M17675,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KHUFHLFHOQVFGB-UHFFFAOYSA
O=C(\N=C1/SN(C(=O)C2=CC=CC=C2N(=O)=O)C2=CC=C(C=C12)N(=O)=O)C1=CC=CC=C1N(=O)=O,-,R280701,M132155,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KTUJCZWYAJFUJS-XDOYNYLZSA
OC1=C(Br)C=C(Br)C=C1C1=CC(Br)=CC(Br)=C1OP(O)(O)=O,-,R280702,M35282,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,MMYHZEDBTMXYAF-UHFFFAOYSA
CC1=CC(C)=C2N=C3C4=C(C=CC=C4)C=CC3=C(C)C2=C1,-,R280703,M120564,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZEQJEFOPTOCNRF-UHFFFAOYSA
CCCC[C@@H](CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,-,R280704,M121308,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FMJSMJQBSVNSBF-LJQANCHMSA
COC1=CC=C(C=N1)N=NC1=CC=C(C=C1)N(C)C,-,R280705,M132156,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YLTNBKNUTOITRC-UHFFFAOYSA
O=C1OC2=CC=CC3=C2C2=C(C=CC=C12)C=C3,-,R280706,M120357,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SJXDHZGVKPNCHK-UHFFFAOYSA
NC1=N[C@@H](CS1)C(O)=O,-,R280707,M119769,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VHPXSBIFWDAFMB-REOHCLBHSA
IC1=CC=C(C=C1N(=O)=O)N(=O)=O,-,R280708,M2993,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,FXMKXMJLXRTQSW-UHFFFAOYSA
NC1=NC2=C(CCC3=NC=CC=C23)S1,-,R280709,M132157,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XZGDXGZXOFWKHB-UHFFFAOYSA
CC1=CC=CC(O)=C1N,-,R280710,M120410,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FEDLEBCVFZMHBP-UHFFFAOYSA
NC1=CC=C2C=CC3=C4C(C=CC1=C24)=C1C=CC=CC1=C3,-,R280711,M120838,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WIMQQKPBZXDQBF-UHFFFAOYSA
O=N(=O)C1=CC(=C2NC3=C(C=C(N=C3)N(=O)=O)C2=C1)N(=O)=O,-,R280712,M132158,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OBJLATZMUCRDPK-UHFFFAOYSA
OCCOCCOCCO,-,R280713,M18812,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZIBGPFATKBEMQZ-UHFFFAOYSA
CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,-,R280714,M70234,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WVPGXJOLGGFBCR-UHFFFAOYSA
CCCCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCCCC,-,R280715,M18993,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YCZJVRCZIPDYHH-UHFFFAOYSA
CCCCCCCCCCCC(=O)NCCO,-,R280716,M19605,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QZXSMBBFBXPQHI-UHFFFAOYSA
CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C(O)=O)C2CC1,-,R280717,M10019,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RSWGJHLUYNHPMX-UHFFFAOYSA
CC1=CC=CC2=C1C1=C3C(C=CC4=C3C(C=C1)=CC=C4)=C2,-,R280718,M120654,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,COOUMHVNORGIOH-UHFFFAOYSA
CNC1=CC=C(C=C1)N=NC1=CC=CC=C1,-,R280719,M22678,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DKOXITJAUZNAPK-UHFFFAOYSA
CC1=CC(N)=C(C)C(=C1N)N(=O)=O,-,R280720,M132159,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OSLJLSOBKOGJHE-UHFFFAOYSA
CN(C)C(=O)NC1=CC=C(Cl)C=C1,-,R280721,M868,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,BMLIZLVNXIYGCK-UHFFFAOYSA
O=N(=O)OC1COC2C(COC12)ON(=O)=O,-,R280722,M6915,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,MOYKHGMNXAOIAT-UHFFFAOYSA
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C2CCCCC2CC1C(O)=O,-,R280723,M45707,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VXFJYXUZANRPDJ-UHFFFAOYSA
CC1=CC=CC2=NC3=C(C=CC4=C3C=CC=C4)C=C12,-,R280624,M132129,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YZUYUDXHUYPYGT-UHFFFAOYSA
O1C2C1C1=CC3=C(C=C1C1=CC=CC=C21)C1OC1C1=CC=CC=C31,-,R280625,M14840,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VSMKOWQLOSKSCG-UHFFFAOYSA
BrC(Br)(Br)N(=O)=O,-,R280626,M20594,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QQZIUHOKWDFXEY-UHFFFAOYSA
OCC1OC(CC1O)N1C=NC2=C1N=CN1C=CN=C21,-,R280627,M132130,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XQQIMTUYVDUWKJ-UHFFFAOYSA
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,-,R280628,M18681,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,HWSSEYVMGDIFMH-UHFFFAOYSA
NC(=O)OC1CO1,-,R280629,M132131,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PSNIYGKWARCUAN-UHFFFAOYSA
ClC1=CC=CC(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)=C1,-,R280630,M132132,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WVGYHLJEPXJSCQ-UHFFFAOYSA
CN1C(C)=NC=C1N(=O)=O,-,R280631,M14935,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,IBXPYPUJPLLOIN-UHFFFAOYSA
CCOC1=CC=C(NC(C)=O)C=C1N,-,R280632,M116934,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XTXFAVHDQCHWCS-UHFFFAOYSA
CN(C)CC1=CC=CC=C1,-,R280633,M13295,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XXBDWLFCJWSEKW-UHFFFAOYSA
C[C@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@@H]1C,-,R280634,M120566,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CQIUKKVOEOPUDV-IYSWYEEDSA
CCCCCCCCCC\C=C\[C@H]1CC(=O)OC1=O,-,R280635,M121238,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WVRNUXJQQFPNMN-GETOMWPZSA
O=C1NCNC(=O)N1,-,R280636,M82811,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YTFXKURWTLWPKK-UHFFFAOYSA
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H]4C[C@@H]([C@@H]5O[C@H]45)[C@H]3[C@@]1(Cl)C2(Cl)Cl,-,R280637,M120628,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,DFBKLUNHFCTMDC-FHJOOJKTSA
CNC1=CC=C2N=C(C)C(C)=NC2=C1C,-,R280638,M120256,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DHBHRJHVDXIOKB-UHFFFAOYSA
COC(=O)C1=C(C(=C(NO)O1)C1=CC=CC=C1)C1=CC=CC=C1,-,R280639,M132133,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VHROZHSFUMYLPL-UHFFFAOYSA
OC1C2=CC=CC3=C2C2=C(C=C3)C3=C(C=CC=C3)C=C12,-,R280640,M132134,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,GESJVEUWYDSOMJ-UHFFFAOYSA
COC(=O)C1=C(Cl)C(Cl)=C(N)O1,-,R280641,M132135,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CAYFSISDGNLQFJ-UHFFFAOYSA
C1CC2=CC3OC3C=C(C1)O2,-,R280642,M132136,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KYCRATASIVVMCZ-UHFFFAOYSA
CC[N+](O)=NC,-,R280643,M132137,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SZOGVSCAOCKGJA-UHFFFAOYSA
O=C(NC1=CC=CC=C1)C1C(=O)NC(=S)NC1=O,-,R280644,M46603,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JARCFMKMOFFIGZ-UHFFFAOYSA
CCCNC1=C(C(O)=O)C(Cl)=CC=C1N(=O)=O,-,R280645,M132138,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,IGPPDVOGRBZBFF-UHFFFAOYSA
C1=CC2=C(C=C1)C1=C(C=CC=C1)C1=CC=CC=C21,-,R280646,M10454,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SLGBZMMZGDRARJ-UHFFFAOYSA
CCCC(=O)OC1C(C)OC(CC1(C)OC(=O)CC)OC1C(C)OC(OC2C(CC=O)CC(C)C(O)\C=C/C=C\CC(C)OC(=O)CC(O)C2OC)C(O)C1N(C)C,-,R280647,M54795,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VYWWNRMSAPEJLS-KFLNVWTGSA
